50,4,20179,11,14,1,1,3,1,1,0,0,40,1,-1
45,3,26522,2,10,1,9,1,1,0,0,1902,35,1,-1
42,3,27444,2,10,6,6,4,1,1,0,0,40,1,-1
63,2,27653,4,9,1,10,3,1,1,0,0,35,1,1
46,3,29696,4,9,1,5,3,1,1,0,0,40,1,-1
41,3,29762,2,10,1,2,3,1,1,0,0,60,1,1
52,4,30731,4,9,1,5,3,1,1,7298,0,40,1,-1
38,3,31069,7,11,1,2,3,1,1,4386,0,40,1,-1
46,2,31267,4,9,1,11,3,1,1,0,0,50,1,1
62,1,33142,11,14,1,6,3,1,1,0,0,60,1,-1
42,3,33521,6,12,1,4,3,1,1,0,0,45,1,-1
23,3,33884,2,10,4,4,6,1,0,0,0,40,1,1
22,3,34616,2,10,3,4,4,1,0,0,0,30,1,1
56,3,35373,2,10,2,3,4,1,1,0,0,30,1,1
26,3,36201,1,13,3,4,4,1,1,0,0,50,1,1
48,3,36503,2,10,1,5,3,1,1,0,0,40,1,-1
28,3,37821,7,11,3,4,6,1,0,0,0,55,6,1
67,6,45537,11,14,1,6,3,5,1,0,0,40,1,-1
53,3,47396,4,9,1,2,3,1,1,0,0,40,1,1
32,3,47932,4,9,1,7,3,1,1,0,0,40,1,1
30,3,48520,6,12,1,6,3,1,1,0,2002,40,1,1
53,3,48641,10,8,3,3,4,4,0,0,0,35,1,1
37,3,49115,11,14,1,5,3,1,1,0,0,60,1,-1
63,6,54052,11,14,1,4,3,1,1,0,0,68,1,-1
36,4,54159,1,13,1,5,3,1,1,0,0,45,1,1
50,3,55527,6,12,2,2,4,5,1,0,0,45,1,1
49,3,60751,4,9,1,13,3,1,1,0,0,40,1,1
24,3,60783,2,10,1,11,3,1,1,0,0,70,1,-1
26,3,62438,1,13,1,4,1,1,0,0,0,40,1,-1
19,3,67759,4,9,3,8,2,1,1,0,0,43,1,1
42,3,68469,4,9,1,2,3,1,1,0,0,40,1,1
20,3,70708,4,9,1,7,3,1,1,0,0,60,1,1
57,2,73309,4,9,5,2,4,1,1,0,0,55,1,-1
72,3,74141,8,5,1,5,1,2,0,0,0,48,1,-1
60,3,76127,6,12,1,9,3,1,1,0,0,35,1,-1
39,3,77146,1,13,1,5,3,1,1,0,1887,50,1,-1
30,6,78530,4,9,1,5,3,1,1,0,0,65,5,-1
50,3,81548,4,9,1,6,3,1,1,0,0,40,1,1
37,3,82521,1,13,1,5,3,1,1,15024,0,40,1,-1
36,3,83893,2,10,1,5,3,1,1,0,0,40,1,-1
37,3,86150,1,13,1,3,1,2,0,0,0,30,1,-1
49,3,87928,7,11,1,2,3,1,1,5013,0,40,1,1
47,2,88500,4,9,1,10,3,1,1,0,0,35,1,1
50,3,88842,1,13,1,11,3,1,1,7298,0,40,1,-1
26,3,90277,4,9,3,9,2,1,1,0,0,40,6,1
55,2,95149,2,10,1,11,3,1,1,0,0,99,1,1
56,2,95763,4,9,1,2,3,1,1,0,0,55,1,1
23,1,96748,2,10,3,6,2,1,1,0,0,10,1,1
48,3,97176,4,9,2,9,5,1,0,0,0,40,1,1
63,4,97855,11,14,1,5,3,1,1,0,0,50,1,-1
42,3,99254,6,12,1,9,1,5,0,0,0,40,1,-1
45,3,99971,4,9,1,11,3,1,1,0,0,50,1,1
47,1,103406,4,9,1,1,3,1,1,0,0,40,1,1
38,3,103408,11,14,1,5,3,5,1,0,0,40,6,1
46,3,105444,1,13,1,5,3,1,1,0,0,50,1,-1
26,3,105516,1,13,3,4,4,1,0,0,0,40,1,1
56,6,105582,2,10,1,5,3,1,1,7688,0,50,1,-1
51,3,106728,1,13,1,5,3,1,1,5178,0,60,1,-1
41,3,106900,1,13,1,1,3,1,1,0,0,38,1,1
45,2,107231,1,13,2,6,4,1,1,0,0,45,24,1
38,3,108140,1,13,3,5,4,1,1,2202,0,45,1,1
32,6,110331,4,9,1,4,3,1,1,0,0,65,1,-1
51,3,110458,1,13,4,6,4,1,1,0,0,40,1,1
23,3,110677,2,10,3,3,2,1,0,0,0,15,1,1
19,3,111232,10,8,3,11,2,1,1,0,0,15,1,1
42,5,111252,11,14,1,5,3,1,1,0,1977,40,1,-1
34,1,112062,11,14,3,6,6,1,0,0,0,40,1,1
43,3,112967,2,10,1,13,3,1,1,0,0,40,1,1
36,3,116138,4,9,1,6,3,2,1,0,0,40,2,1
36,3,116358,11,14,1,5,3,2,1,0,0,40,28,-1
41,3,116379,11,14,1,6,3,2,1,0,0,55,28,-1
18,6,117372,3,7,3,4,2,1,1,0,0,15,1,1
33,3,118941,1,13,1,5,1,1,0,0,0,40,1,-1
57,6,119253,11,14,1,4,3,1,1,15024,0,65,1,-1
47,2,121124,15,3,1,4,3,1,1,0,0,55,17,-1
21,3,121407,7,11,3,3,2,1,0,0,0,36,1,1
39,3,122032,7,11,3,8,4,1,1,0,0,40,1,1
37,3,123211,4,9,1,3,3,1,1,0,0,44,1,-1
55,6,124137,5,15,1,6,3,1,1,0,2415,35,10,-1
31,3,124827,7,11,1,4,3,1,1,0,0,40,1,-1
54,6,124993,4,9,1,6,3,1,1,0,0,40,1,-1
48,3,125892,8,5,1,8,3,1,1,0,0,40,18,1
36,5,126569,2,10,1,13,3,1,1,0,0,40,1,-1
33,3,127215,2,10,1,4,3,1,1,0,0,48,1,-1
39,3,127772,4,9,1,4,3,1,1,3103,0,44,1,-1
51,3,128143,2,10,1,2,3,1,1,0,0,40,1,-1
60,6,131852,15,3,1,6,3,1,1,0,0,30,1,-1
51,5,133050,2,10,1,5,3,5,1,0,0,40,1,-1
31,3,133770,6,12,1,2,4,2,1,0,0,50,1,-1
62,2,134768,10,8,1,2,3,1,1,0,0,40,1,-1
42,1,136996,2,10,1,13,3,5,1,0,0,48,1,1
53,3,137192,1,13,2,5,6,2,1,0,0,50,1,1
50,3,137253,1,13,1,9,1,1,0,0,0,40,1,-1
51,3,138852,4,9,1,1,3,1,1,0,0,40,1,1
65,6,139272,1,13,1,4,3,1,1,99999,0,60,1,-1
28,3,141350,1,13,1,5,3,1,1,0,0,45,1,1
21,3,141453,4,9,3,3,2,1,0,0,0,40,1,1
55,6,141807,1,13,1,4,3,1,1,0,0,60,1,-1
45,3,142287,11,14,1,5,3,1,1,0,0,50,1,-1
31,3,142675,2,10,3,5,2,1,1,0,0,40,1,1
48,3,143281,4,9,5,8,4,1,0,0,0,48,1,1
36,1,143385,2,10,1,13,3,1,1,0,0,40,1,1
37,3,143582,7,11,3,9,4,4,0,4101,0,35,1,1
32,3,143604,4,9,2,3,4,5,0,0,0,16,1,1
40,3,145160,2,10,1,8,3,1,1,0,0,43,1,1
44,5,145178,4,9,1,3,1,5,0,0,0,38,19,-1
35,5,145308,2,10,1,3,3,1,1,0,0,40,1,1
66,3,146454,2,10,1,4,3,1,1,5556,0,40,1,-1
44,3,146659,11,14,1,6,3,1,1,0,1887,35,1,-1
29,3,146949,7,11,1,6,3,1,1,0,0,43,1,1
52,3,147629,4,9,1,11,3,1,1,0,0,60,1,-1
